event_id,lat,lon,event_cause,severity_tier,closure_risk,f4_risk,type_closure_rate,expected_clearance_min,p90_buffer_min,recommended_personnel,barricade,diversion,resource_hold_min,review_flag,night_flag,location_name,notes
FKID003679,12.9170102,77.5858475,pot_holes,Low,0.024,0.022,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003680,13.0493069,77.5447631,water_logging,High,0.085,0.039,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003681,13.049291,77.5445025,tree_fall,High,0.394,0.097,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003682,13.0198398,77.5322518,tree_fall,High,0.453,0.453,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003683,12.9641033,77.5825436,water_logging,High,0.514,0.514,0.085,113,1066,4,True,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003684,12.9664808,77.5871217,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,False,,[]
FKID003685,13.0505275,77.5429039,tree_fall,High,0.394,0.097,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003686,13.0505856,77.542888,tree_fall,High,0.394,0.097,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003687,12.9734924,77.5800572,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,False,,[]
FKID003688,13.0196287,77.5323874,tree_fall,High,0.453,0.453,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003689,12.993329,77.5848089,others,Medium,0.15,0.15,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003690,13.0547137,77.5360817,tree_fall,High,0.394,0.097,0.394,90,1140,3,True,True,90,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003691,13.0102206,77.5805164,tree_fall,High,0.507,0.507,0.394,90,1140,4,True,True,90,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003692,12.9600517,77.5158133,vehicle_breakdown,Low,0.058,0.058,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003693,12.8970624,77.5999432,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,False,,[]
FKID003694,13.0325272,77.5744129,tree_fall,High,0.394,0.081,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003695,13.0324833,77.5743917,tree_fall,High,0.394,0.081,0.394,90,1140,3,True,True,90,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003696,13.0272314,77.5779974,tree_fall,High,0.394,0.081,0.394,90,1140,3,True,True,90,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003697,13.0277221,77.574755,tree_fall,High,0.507,0.507,0.394,90,1140,4,True,True,90,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003698,13.01293275,77.69960033,vehicle_breakdown,Low,0.133,0.133,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003699,12.9995738,77.5839076,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003700,12.985619,77.5252572,vehicle_breakdown,Low,0.047,0.047,0.043,41,113,1,False,False,113,False,False,,[]
FKID003701,12.9798655,77.5925818,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003702,13.0276869,77.5747595,tree_fall,High,0.507,0.507,0.394,90,1140,4,True,True,90,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003703,13.0281595,77.5809735,tree_fall,High,0.394,0.081,0.394,90,1140,3,True,True,90,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003704,12.96417661,77.56987194,public_event,High,0.515,0.515,0.464,46,110,4,True,True,110,False,False,,[]
FKID003705,13.0036787,77.5834546,vehicle_breakdown,Low,0.043,0.017,0.043,41,113,1,False,False,113,False,False,,[]
FKID003706,12.98306392,77.61063549,construction,High,0.639,0.639,0.265,296,1420,4,True,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003707,12.97736496,77.60867728,construction,High,0.639,0.639,0.265,296,1420,4,True,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003708,12.957204,77.5522497,vehicle_breakdown,Low,0.049,0.049,0.043,41,113,1,False,False,113,False,False,,[]
FKID003709,13.0160943,77.5627199,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,False,,[]
FKID003710,12.9650958,77.5840776,vehicle_breakdown,Low,0.108,0.108,0.043,41,113,1,False,False,113,False,False,,[]
FKID003711,12.9176787,77.5766477,vehicle_breakdown,Low,0.043,0.018,0.043,41,113,1,False,False,113,False,False,,[]
FKID003712,13.1159263,77.6074683,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003713,12.95385622,77.54328959,vehicle_breakdown,Low,0.06,0.06,0.043,41,113,1,False,False,113,False,False,,[]
FKID003714,12.9313365,77.6869884,pot_holes,Low,0.03,0.03,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003715,13.0570638,77.4713644,vehicle_breakdown,Low,0.051,0.051,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003716,12.9216517,77.6605383,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003717,12.9168257,77.5648784,debris,Medium,0.154,0.07,0.154,46,110,2,False,False,110,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003718,12.8583284,77.5894205,accident,Low,0.03,0.011,0.03,40,89,1,False,False,89,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003719,12.9312414,77.6867236,pot_holes,Low,0.03,0.03,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003720,12.9639479,77.5839256,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003721,12.9751915,77.5522343,pot_holes,Low,0.041,0.041,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003722,12.9146741,77.5683331,vehicle_breakdown,Low,0.043,0.017,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003723,12.9570122,77.6986845,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003724,12.9383414,77.7455907,vehicle_breakdown,Low,0.043,0.017,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003725,12.965224,77.5124798,vehicle_breakdown,Low,0.123,0.123,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003726,12.9861104,77.5892071,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003727,13.1406527,77.5695124,vehicle_breakdown,Low,0.059,0.059,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003728,13.1408967,77.5694508,vehicle_breakdown,Low,0.059,0.059,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003729,13.1160235,77.6073817,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003730,12.9380425,77.5572228,pot_holes,Low,0.081,0.081,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003731,12.96239447,77.76940255,procession,Medium,0.264,0.126,0.264,36,117,2,False,False,117,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003732,12.876021,77.5465357,road_conditions,High,0.124,0.082,0.124,246,918,3,False,True,246,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003733,13.0260439,77.5442079,vehicle_breakdown,Low,0.043,0.02,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003734,13.0377677,77.6265832,pot_holes,Low,0.032,0.032,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003735,13.0377549,77.625981,pot_holes,Low,0.152,0.152,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003736,12.931388,77.6872408,road_conditions,High,0.452,0.452,0.124,246,918,3,True,True,246,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003737,13.0377308,77.6265317,pot_holes,Low,0.032,0.032,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003738,12.9443371,77.5678074,tree_fall,High,0.518,0.518,0.394,90,1140,4,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003739,13.161945,77.6274033,accident,Low,0.03,0.021,0.03,40,89,1,False,False,89,False,False,,[]
FKID003740,12.9820506,77.5321894,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,False,,[]
FKID003741,12.9369558,77.5797813,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003742,12.93699,77.5798083,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003743,12.9951275,77.7578422,vehicle_breakdown,Low,0.049,0.049,0.043,41,113,1,False,False,113,False,False,,[]
FKID003744,12.8360783,77.679235,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,False,,[]
FKID003745,13.0418026,77.5474441,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,False,,[]
FKID003746,13.0045216,77.7164596,vehicle_breakdown,Low,0.088,0.088,0.043,41,113,1,False,False,113,False,False,,[]
FKID003747,12.9543734,77.5441065,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,False,,[]
FKID003748,13.05316235,77.59373274,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,False,,[]
FKID003749,13.0447324,77.5828697,congestion,Medium,0.044,0.022,0.044,72,97,2,False,False,97,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003750,12.9871709,77.5200482,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003751,12.9365181,77.5179052,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,False,,[]
FKID003752,13.0621394,77.5932486,vehicle_breakdown,Low,0.134,0.134,0.043,41,113,1,False,False,113,False,False,,[]
FKID003753,13.0440965,77.5554773,vehicle_breakdown,Low,0.108,0.108,0.043,41,113,1,False,False,113,False,False,,[]
FKID003754,13.0287453,77.5401306,vehicle_breakdown,Low,0.046,0.046,0.043,41,113,1,False,False,113,False,False,,[]
FKID003755,13.00200051,77.61210604,public_event,High,0.893,0.893,0.464,46,110,4,True,True,110,False,False,,[]
FKID003756,13.0413355,77.5389873,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,False,,[]
FKID003757,12.9617137,77.6353462,vehicle_breakdown,Low,0.063,0.063,0.043,41,113,1,False,False,113,False,False,,[]
FKID003758,12.99351325,77.60736145,public_event,High,0.916,0.916,0.464,46,110,4,True,True,110,False,False,,[]
FKID003759,13.0483937,77.4989565,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,False,,[]
FKID003760,12.9869092,77.6484221,vehicle_breakdown,Low,0.043,0.015,0.043,41,113,1,False,False,113,False,False,,[]
FKID003761,12.9904696,77.661559,tree_fall,High,0.394,0.286,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003762,12.9380884,77.698943,construction,High,0.265,0.086,0.265,296,1420,3,False,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003763,12.90649007,77.57322032,public_event,High,0.541,0.541,0.464,46,110,4,True,True,110,False,False,,[]
FKID003764,12.8787483,77.6439017,accident,Low,0.03,0.011,0.03,40,89,1,False,False,89,False,False,,[]
FKID003765,12.9170075,77.5854234,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003766,12.9251681,77.6267651,vehicle_breakdown,Low,0.058,0.058,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003767,12.9365169,77.5179384,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003768,13.01853031,77.557799,pot_holes,Low,0.025,0.025,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003769,13.0255459,77.5809944,vehicle_breakdown,Low,0.052,0.052,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003770,12.9984087,77.5844014,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003771,13.0255587,77.5809615,vehicle_breakdown,Low,0.052,0.052,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003772,12.9801535,77.6126505,tree_fall,High,0.394,0.385,0.394,90,1140,3,True,True,90,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003773,12.9642872,77.5855534,vehicle_breakdown,Low,0.078,0.078,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003774,13.02274,77.7144067,vehicle_breakdown,Low,0.083,0.083,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003775,12.9253594,77.6198186,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003776,12.9644827,77.5855641,vehicle_breakdown,Low,0.078,0.078,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003777,12.9270085,77.5929782,accident,Low,0.098,0.098,0.03,40,89,1,False,False,89,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003778,13.057985,77.4687006,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003779,12.9768317,77.5992352,vehicle_breakdown,Low,0.043,0.019,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
